ITT,DATE_TIME,TRACKLINE,TRIP_DIRECTION,DEST_STATION,DESCRIPTION,x,y
15,7/26/2024 8:02:08 PM,Red,1,TAKOMA,,-8578293.318868555,4712825.2616319
363,7/26/2024 8:02:09 PM,Silver,1,LARGO TOWN CENTER,,-8566955.42873126,4706901.679693239
337,7/26/2024 8:02:09 PM,Orange,1,NEW CARROLLTON,,-8557522.326400932,4714022.21575191
75,7/26/2024 8:02:08 PM,Yellow,1,MT VERNON SQ,Potomac Yard- Track 1;  Doors open right,-8576765.904135382,4697807.274654163
241,7/26/2024 8:02:09 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1;  motion;,-8554302.187490752,4707423.90680082
372,7/26/2024 8:02:14 PM,Green,2,BRANCH AVE,Hyattsville Crossing- Track 2;  Doors open right,-8566750.044270748,4716703.888332784
15,7/26/2024 8:02:16 PM,Red,1,TAKOMA,,-8578213.614113148,4712649.086713927
363,7/26/2024 8:02:14 PM,Silver,1,LARGO TOWN CENTER,,-8566858.914732743,4706885.373938084
337,7/26/2024 8:02:14 PM,Orange,1,NEW CARROLLTON,,-8557522.326400932,4714022.21575191
75,7/26/2024 8:02:13 PM,Yellow,1,MT VERNON SQ,Potomac Yard- Track 1;  Doors open right,-8576765.904135382,4697807.274654163
241,7/26/2024 8:02:14 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1;  motion;,-8554302.187490752,4707423.906800819
372,7/26/2024 8:02:19 PM,Green,2,BRANCH AVE,Hyattsville Crossing- Track 2;  Doors open right,-8566750.044270748,4716703.888332784
15,7/26/2024 8:02:20 PM,Red,1,TAKOMA,,-8578213.614113148,4712649.086713927
363,7/26/2024 8:02:19 PM,Silver,1,LARGO TOWN CENTER,,-8566669.448959414,4706853.191603406
337,7/26/2024 8:02:19 PM,Orange,1,NEW CARROLLTON,,-8557503.95868495,4714054.850222153
75,7/26/2024 8:02:21 PM,Yellow,1,MT VERNON SQ,Potomac Yard- Track 1; ,-8576765.904135382,4697807.274654163
241,7/26/2024 8:02:19 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1;  motion;,-8554302.187490752,4707423.90680082
372,7/26/2024 8:02:26 PM,Green,2,BRANCH AVE,Hyattsville Crossing- Track 2; ,-8566750.044270748,4716703.888332784
15,7/26/2024 8:02:25 PM,Red,1,TAKOMA,,-8578213.614113148,4712649.086713927
363,7/26/2024 8:02:26 PM,Silver,1,LARGO TOWN CENTER,,-8566669.448959414,4706853.191603406
337,7/26/2024 8:02:26 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
75,7/26/2024 8:02:26 PM,Yellow,1,MT VERNON SQ,Potomac Yard- Track 1; ,-8576765.904135382,4697807.274654163
241,7/26/2024 8:02:26 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554302.187490752,4707423.906800819
372,7/26/2024 8:02:31 PM,Green,2,BRANCH AVE,Hyattsville Crossing- Track 2; ,-8566750.044270748,4716703.888332784
15,7/26/2024 8:02:30 PM,Red,1,TAKOMA,,-8578213.614113148,4712649.086713927
363,7/26/2024 8:02:31 PM,Silver,1,LARGO TOWN CENTER,,-8566669.448959414,4706853.191603406
337,7/26/2024 8:02:31 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
75,7/26/2024 8:02:30 PM,Yellow,1,MT VERNON SQ,Potomac Yard- Track 1; ,-8576763.009828622,4697951.7527746735
241,7/26/2024 8:02:31 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:02:36 PM,Green,2,BRANCH AVE,Hyattsville Crossing- Track 2; ,-8566936.727056809,4716705.033702871
15,7/26/2024 8:02:35 PM,Red,1,TAKOMA,,-8578213.614113148,4712649.086713927
363,7/26/2024 8:02:36 PM,Silver,1,LARGO TOWN CENTER,,-8566271.92705779,4706784.679328281
337,7/26/2024 8:02:36 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
75,7/26/2024 8:02:35 PM,Yellow,1,MT VERNON SQ,Potomac Yard- Track 1; ,0,0
241,7/26/2024 8:02:36 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:02:41 PM,Green,2,BRANCH AVE,Hyattsville Crossing- Track 2; ,-8567052.16536876,4716705.749559241
15,7/26/2024 8:02:40 PM,Red,1,TAKOMA,,-8578148.826169506,4712505.973678439
363,7/26/2024 8:02:41 PM,Silver,1,LARGO TOWN CENTER,,-8566271.92705779,4706784.679328281
337,7/26/2024 8:02:41 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
75,7/26/2024 8:02:40 PM,Yellow,1,MT VERNON SQ,Potomac Yard- Track 1; ,-8576758.55704899,4698195.84114602
241,7/26/2024 8:02:41 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:02:46 PM,Green,2,BRANCH AVE,,-8567186.416674657,4716706.608586951
15,7/26/2024 8:02:45 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:02:46 PM,Silver,1,LARGO TOWN CENTER,,-8566271.92705779,4706784.679328281
337,7/26/2024 8:02:46 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
75,7/26/2024 8:02:45 PM,Yellow,1,MT VERNON SQ,,-8576763.566426074,4698344.755078558
241,7/26/2024 8:02:45 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:02:51 PM,Green,2,BRANCH AVE,,-8567356.4015371,4716707.610786038
15,7/26/2024 8:02:50 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:02:51 PM,Silver,1,LARGO TOWN CENTER,,-8565924.498927025,4706688.419647302
337,7/26/2024 8:02:51 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
75,7/26/2024 8:02:50 PM,Yellow,1,MT VERNON SQ,,-8576763.566426074,4698344.755078558
241,7/26/2024 8:02:50 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:02:56 PM,Green,2,BRANCH AVE,,-8567524.048690233,4716708.756156548
15,7/26/2024 8:02:55 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:02:56 PM,Silver,1,LARGO TOWN CENTER,,-8565727.129469847,4706608.037076218
337,7/26/2024 8:02:56 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
75,7/26/2024 8:02:55 PM,Yellow,1,MT VERNON SQ,,-8576826.1279799,4698583.422070686
241,7/26/2024 8:02:56 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:03:01 PM,Green,2,BRANCH AVE,,-8567603.196848188,4716708.040299964
15,7/26/2024 8:03:00 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:01 PM,Silver,1,LARGO TOWN CENTER,,-8565727.129469847,4706608.037076218
337,7/26/2024 8:03:01 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2;  motion;,-8557343.324659735,4714235.200503183
75,7/26/2024 8:03:00 PM,Yellow,1,MT VERNON SQ,,-8576826.1279799,4698583.422070686
241,7/26/2024 8:03:01 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1;  Doors open left,-8554302.187490752,4707423.90680082
372,7/26/2024 8:03:06 PM,Green,2,BRANCH AVE,,-8567827.616941627,4716653.778518078
15,7/26/2024 8:03:07 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:06 PM,Silver,1,LARGO TOWN CENTER,,-8565575.957601352,4706532.661115034
337,7/26/2024 8:03:06 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2;  motion;,-8557343.324659735,4714235.200503183
75,7/26/2024 8:03:05 PM,Yellow,1,MT VERNON SQ,,-8576915.406211518,4698756.209034939
241,7/26/2024 8:03:06 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1;  Doors open left,-8554302.187490752,4707423.90680082
372,7/26/2024 8:03:11 PM,Green,2,BRANCH AVE,,-8567827.616941627,4716653.778518078
15,7/26/2024 8:03:12 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:11 PM,Silver,1,LARGO TOWN CENTER,,-8565407.085933818,4706443.41212328
337,7/26/2024 8:03:11 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2;  motion;,-8557343.324659735,4714235.200503183
75,7/26/2024 8:03:13 PM,Yellow,1,MT VERNON SQ,,-8576955.369908713,4698828.383119146
241,7/26/2024 8:03:10 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554302.187490752,4707423.906800819
372,7/26/2024 8:03:18 PM,Green,2,BRANCH AVE,,-8568041.57300293,4716477.107603623
15,7/26/2024 8:03:17 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:18 PM,Silver,1,LARGO TOWN CENTER,,-8565186.228064083,4706328.133336119
337,7/26/2024 8:03:18 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2;  motion;,-8557343.324659735,4714235.200503183
75,7/26/2024 8:03:17 PM,Yellow,1,MT VERNON SQ,,-8576955.369908713,4698828.383119146
241,7/26/2024 8:03:18 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554302.187490752,4707423.90680082
372,7/26/2024 8:03:23 PM,Green,2,BRANCH AVE,,-8568041.57300293,4716477.107603623
15,7/26/2024 8:03:22 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:23 PM,Silver,1,LARGO TOWN CENTER,,-8565186.228064083,4706328.133336119
337,7/26/2024 8:03:23 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2;  Doors open right,-8557343.324659735,4714235.200503183
75,7/26/2024 8:03:22 PM,Yellow,1,MT VERNON SQ,,-8577112.886988183,4699268.584662282
241,7/26/2024 8:03:23 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554302.187490752,4707423.90680082
372,7/26/2024 8:03:28 PM,Green,2,BRANCH AVE,,-8568134.079499781,4716281.255599764
15,7/26/2024 8:03:27 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:28 PM,Silver,1,LARGO TOWN CENTER,,-8565005.111252563,4706236.16869091
337,7/26/2024 8:03:28 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2;  Doors open right,-8557343.324659735,4714235.200503183
75,7/26/2024 8:03:27 PM,Yellow,1,MT VERNON SQ,,-8577112.886988183,4699268.584662282
241,7/26/2024 8:03:28 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554302.187490752,4707423.906800819
372,7/26/2024 8:03:33 PM,Green,2,BRANCH AVE,,-8568096.11955342,4715795.650569307
15,7/26/2024 8:03:32 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:33 PM,Silver,1,LARGO TOWN CENTER,,-8564905.035030339,4706173.095441989
337,7/26/2024 8:03:33 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557257.386012843,4714331.674906075
75,7/26/2024 8:03:32 PM,Yellow,1,MT VERNON SQ,,-8577112.886988183,4699268.584662282
241,7/26/2024 8:03:32 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554302.187490752,4707423.906800819
372,7/26/2024 8:03:37 PM,Green,2,BRANCH AVE,,-8568096.11955342,4715795.650569307
15,7/26/2024 8:03:37 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:37 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1; ,-8564772.342197314,4706074.410191953
337,7/26/2024 8:03:37 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557257.386012843,4714331.674906075
75,7/26/2024 8:03:37 PM,Yellow,1,MT VERNON SQ,,-8577110.437959388,4699689.223615417
241,7/26/2024 8:03:37 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554302.187490752,4707423.906800819
372,7/26/2024 8:03:42 PM,Green,2,BRANCH AVE,,-8568096.11955342,4715795.650569307
15,7/26/2024 8:03:42 PM,Red,1,TAKOMA,Cleveland Park- Track 1; ,-8578078.026973361,4712349.553438931
363,7/26/2024 8:03:42 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1;  motion;,-8564772.342197314,4706074.410191953
337,7/26/2024 8:03:42 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557257.386012843,4714331.674906075
75,7/26/2024 8:03:42 PM,Yellow,1,MT VERNON SQ,,-8577110.437959388,4699689.223615417
241,7/26/2024 8:03:42 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554302.187490752,4707423.906800819
372,7/26/2024 8:03:47 PM,Green,2,BRANCH AVE,,-8568089.217744991,4715623.861903516
15,7/26/2024 8:03:49 PM,Red,1,TAKOMA,,-8577937.875734454,4712039.439195098
363,7/26/2024 8:03:47 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1;  motion;,-8564772.342197314,4706074.410191953
337,7/26/2024 8:03:47 PM,Orange,1,NEW CARROLLTON,New Carrollton- Track 2; ,-8557257.386012843,4714331.674906075
75,7/26/2024 8:03:47 PM,Yellow,1,MT VERNON SQ,,-8577110.437959388,4699689.223615417
241,7/26/2024 8:03:47 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:03:52 PM,Green,2,BRANCH AVE,,-8568089.217744991,4715623.861903516
15,7/26/2024 8:03:54 PM,Red,1,TAKOMA,,-8577937.875734454,4712039.439195098
363,7/26/2024 8:03:52 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1;  motion;,-8564772.342197314,4706074.410191953
337,7/26/2024 8:03:52 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:03:54 PM,Yellow,1,MT VERNON SQ,,-8576867.538830476,4699876.894517682
241,7/26/2024 8:03:52 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:03:57 PM,Green,2,BRANCH AVE,,-8568136.194570106,4715447.352079651
15,7/26/2024 8:03:59 PM,Red,1,TAKOMA,,-8577871.529317942,4711892.75717064
363,7/26/2024 8:03:57 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1;  motion;,-8564772.342197314,4706074.410191953
337,7/26/2024 8:03:57 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:03:59 PM,Yellow,1,MT VERNON SQ,,-8576867.538830476,4699876.894517682
241,7/26/2024 8:03:59 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:04:02 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2; ,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:04 PM,Red,1,TAKOMA,,-8577833.903330052,4711809.614447355
363,7/26/2024 8:04:02 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1; ,-8564772.342197314,4706074.410191953
337,7/26/2024 8:04:02 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:04 PM,Yellow,1,MT VERNON SQ,,-8576702.006747667,4699970.230993331
241,7/26/2024 8:04:04 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:04:10 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2; ,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:09 PM,Red,1,TAKOMA,,-8577728.261133289,4711575.788133049
363,7/26/2024 8:04:10 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1;  Doors open left,-8564772.342197314,4706074.410191953
337,7/26/2024 8:04:10 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:09 PM,Yellow,1,MT VERNON SQ,,-8576642.673459074,4700003.677963414
241,7/26/2024 8:04:09 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:04:14 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2;  motion;,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:14 PM,Red,1,TAKOMA,,-8577654.233671913,4711412.227395218
363,7/26/2024 8:04:14 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1;  Doors open left,-8564772.342197314,4706074.410191953
337,7/26/2024 8:04:14 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:14 PM,Yellow,1,MT VERNON SQ,,-8576447.530391714,4700145.614406691
241,7/26/2024 8:04:14 PM,Blue,1,LARGO TOWN CENTER,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
372,7/26/2024 8:04:19 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2;  motion;,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:19 PM,Red,1,TAKOMA,,-8577584.213712202,4711257.541143319
363,7/26/2024 8:04:19 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1; ,-8564772.342197314,4706074.410191953
337,7/26/2024 8:04:19 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:19 PM,Yellow,1,MT VERNON SQ,,-8576399.217732709,4700243.098589955
372,7/26/2024 8:04:24 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2;  motion;,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:23 PM,Red,1,TAKOMA,,-8577584.213712202,4711257.541143319
363,7/26/2024 8:04:24 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1; ,-8564772.342197314,4706074.410191953
337,7/26/2024 8:04:24 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:24 PM,Yellow,1,MT VERNON SQ,,-8576399.217732709,4700243.098589955
372,7/26/2024 8:04:29 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2; ,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:28 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  motion; Doors operating manually;,-8577473.005540902,4711011.564807201
363,7/26/2024 8:04:29 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1; ,-8564608.479906866,4705952.9857432265
337,7/26/2024 8:04:29 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:29 PM,Yellow,1,MT VERNON SQ,,-8576388.976339556,4700357.02190634
372,7/26/2024 8:04:34 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2;  Doors open right,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:33 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  motion;,-8577473.005540902,4711011.564807201
363,7/26/2024 8:04:34 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1; ,-8564608.479906866,4705952.9857432265
337,7/26/2024 8:04:34 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:34 PM,Yellow,1,MT VERNON SQ,,-8576388.976339556,4700357.02190634
372,7/26/2024 8:04:39 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2;  Doors open right,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:40 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  motion;,-8577473.005540902,4711011.564807201
363,7/26/2024 8:04:39 PM,Silver,1,LARGO TOWN CENTER,Benning Road- Track 1; ,-8564456.862760406,4705891.630478328
337,7/26/2024 8:04:39 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:41 PM,Yellow,1,MT VERNON SQ,,-8576409.459125862,4700448.933366702
372,7/26/2024 8:04:44 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2;  Doors open right,-8568208.106961157,4715268.268608766
15,7/26/2024 8:04:45 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  motion;,-8577473.005540902,4711011.564807201
363,7/26/2024 8:04:46 PM,Silver,1,LARGO TOWN CENTER,,-8564456.862760406,4705891.630478328
337,7/26/2024 8:04:46 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:46 PM,Yellow,1,MT VERNON SQ,,-8576409.459125862,4700448.933366702
372,7/26/2024 8:04:51 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2; ,-8568352.488340719,4714929.579016829
15,7/26/2024 8:04:50 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  motion;,-8577473.005540902,4711011.564807201
363,7/26/2024 8:04:51 PM,Silver,1,LARGO TOWN CENTER,,-8564304.46637751,4705888.198026901
337,7/26/2024 8:04:51 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:51 PM,Yellow,1,MT VERNON SQ,,-8576409.459125862,4700448.933366702
372,7/26/2024 8:04:56 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2; ,-8568352.488340719,4714929.579016829
15,7/26/2024 8:04:55 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  motion;,-8577473.005540902,4711011.564807201
363,7/26/2024 8:04:56 PM,Silver,1,LARGO TOWN CENTER,,-8564005.239586256,4705887.768970553
337,7/26/2024 8:04:56 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:04:55 PM,Yellow,1,MT VERNON SQ,,-8576556.512173198,4700892.20699034
372,7/26/2024 8:05:01 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2; ,-8568352.488340719,4714929.579016829
15,7/26/2024 8:05:00 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1; ,-8577473.005540902,4711011.564807201
363,7/26/2024 8:05:01 PM,Silver,1,LARGO TOWN CENTER,,-8564005.239586256,4705887.768970553
337,7/26/2024 8:05:01 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:05:00 PM,Yellow,1,MT VERNON SQ,,-8576556.512173198,4700892.20699034
372,7/26/2024 8:05:06 PM,Green,2,BRANCH AVE,West Hyattsville- Track 2; ,-8568352.488340719,4714929.579016829
15,7/26/2024 8:05:05 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  Doors open left,-8577473.005540902,4711011.564807201
363,7/26/2024 8:05:06 PM,Silver,1,LARGO TOWN CENTER,,-8564005.239586256,4705887.768970553
337,7/26/2024 8:05:06 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:05:05 PM,Yellow,1,MT VERNON SQ,,0,0
372,7/26/2024 8:05:11 PM,Green,2,BRANCH AVE,,-8568544.737101316,4714752.508697357
15,7/26/2024 8:05:10 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  Doors open left,-8577473.005540902,4711011.564807201
363,7/26/2024 8:05:10 PM,Silver,1,LARGO TOWN CENTER,,-8564005.239586256,4705887.768970553
337,7/26/2024 8:05:10 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:05:10 PM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
372,7/26/2024 8:05:15 PM,Green,2,BRANCH AVE,,-8568544.737101316,4714752.508697357
15,7/26/2024 8:05:17 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  Doors open left,-8577473.005540902,4711011.564807201
363,7/26/2024 8:05:15 PM,Silver,1,LARGO TOWN CENTER,,-8563632.3192921,4705887.339914226
337,7/26/2024 8:05:15 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:05:15 PM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
372,7/26/2024 8:05:20 PM,Green,2,BRANCH AVE,,-8568743.665031364,4714703.267379228
15,7/26/2024 8:05:22 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1; ,-8577473.005540902,4711011.564807201
363,7/26/2024 8:05:20 PM,Silver,1,LARGO TOWN CENTER,,-8563632.3192921,4705887.339914226
337,7/26/2024 8:05:20 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:05:22 PM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
372,7/26/2024 8:05:27 PM,Green,2,BRANCH AVE,,-8568908.52919723,4714719.013123567
15,7/26/2024 8:05:27 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1;  motion;,-8577473.005540902,4711011.564807201
363,7/26/2024 8:05:27 PM,Silver,1,LARGO TOWN CENTER,,-8563333.983056774,4705886.910857914
337,7/26/2024 8:05:27 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:05:27 PM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
372,7/26/2024 8:05:32 PM,Green,2,BRANCH AVE,,-8569073.282043604,4714742.345498752
15,7/26/2024 8:05:32 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1; ,-8577365.02563483,4710781.477155087
363,7/26/2024 8:05:32 PM,Silver,1,LARGO TOWN CENTER,,-8562992.677498002,4705886.481801623
337,7/26/2024 8:05:32 PM,Orange,2,NEW CARROLLTON,New Carrollton- Track 2; ,-8557450.747968351,4714114.537222163
75,7/26/2024 8:05:32 PM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
372,7/26/2024 8:05:37 PM,Green,2,BRANCH AVE,,-8569289.464494724,4714767.681942391
15,7/26/2024 8:05:36 PM,Red,1,TAKOMA,Woodley Park Zoo/Adams Morgan- Track 1; ,-8577365.02563483,4710781.477155087
363,7/26/2024 8:05:37 PM,Silver,1,LARGO TOWN CENTER,,-8562992.677498002,4705886.481801623
