ITT,DATE_TIME,TRACKLINE,TRIP_DIRECTION,DEST_STATION,DESCRIPTION,x,y
15,7/26/2024 6:36:24 PM,Red,2,SHADY GROVE,,-8571534.444665553,4713787.3365426045
505,7/26/2024 6:36:26 PM,Silver,1,LARGO TOWN CENTER,,-8616610.266836036,4715488.723530848
322,7/26/2024 6:36:31 PM,Yellow,1,MT VERNON SQ,Pentagon- Track 1; ,-8577619.279351803,4702946.29849551
15,7/26/2024 6:36:30 PM,Red,2,SHADY GROVE,,-8571418.783714617,4713458.285782524
505,7/26/2024 6:36:31 PM,Silver,1,LARGO TOWN CENTER,,-8616610.266836036,4715488.723530848
322,7/26/2024 6:36:37 PM,Yellow,1,MT VERNON SQ,Pentagon- Track 1; ,-8577619.279351803,4702946.29849551
15,7/26/2024 6:36:36 PM,Red,2,SHADY GROVE,,-8571418.783714617,4713458.285782524
505,7/26/2024 6:36:37 PM,Silver,1,LARGO TOWN CENTER,,-8616284.212047502,4715339.271748967
322,7/26/2024 6:36:40 PM,Yellow,1,MT VERNON SQ,Pentagon- Track 1; ,0,0
15,7/26/2024 6:36:42 PM,Red,2,SHADY GROVE,,-8571319.375409339,4713151.143200612
505,7/26/2024 6:36:40 PM,Silver,1,LARGO TOWN CENTER,,-8616284.212047502,4715339.271748967
322,7/26/2024 6:36:46 PM,Yellow,1,MT VERNON SQ,Pentagon- Track 1; ,-8577463.09810622,4703093.280309919
15,7/26/2024 6:36:48 PM,Red,2,SHADY GROVE,,-8571278.96643418,4713025.769869743
505,7/26/2024 6:36:46 PM,Silver,1,LARGO TOWN CENTER,,0,0
322,7/26/2024 6:36:51 PM,Yellow,1,MT VERNON SQ,,-8577300.23769119,4703193.795362103
15,7/26/2024 6:36:50 PM,Red,2,SHADY GROVE,,-8571247.240379304,4712927.304230064
505,7/26/2024 6:36:52 PM,Silver,1,LARGO TOWN CENTER,,0,0
322,7/26/2024 6:36:57 PM,Yellow,1,MT VERNON SQ,,-8577300.23769119,4703193.795362103
15,7/26/2024 6:36:56 PM,Red,2,SHADY GROVE,,-8571203.15786095,4712790.484374953
505,7/26/2024 6:36:57 PM,Silver,1,LARGO TOWN CENTER,,-8615495.402135741,4715100.926480031
322,7/26/2024 6:37:03 PM,Yellow,1,MT VERNON SQ,,-8577143.499848153,4703206.663648244
15,7/26/2024 6:37:02 PM,Red,2,SHADY GROVE,,-8571162.19228834,4712663.398128472
505,7/26/2024 6:37:01 PM,Silver,1,LARGO TOWN CENTER,,-8615495.402135741,4715100.926480032
322,7/26/2024 6:37:06 PM,Yellow,1,MT VERNON SQ,,-8577143.499848153,4703206.663648244
15,7/26/2024 6:37:08 PM,Red,2,SHADY GROVE,,-8571080.92906006,4712410.947737741
505,7/26/2024 6:37:07 PM,Silver,1,LARGO TOWN CENTER,,-8615305.37976496,4715062.992163981
322,7/26/2024 6:37:12 PM,Yellow,1,MT VERNON SQ,,-8576835.92409509,4703212.382891761
15,7/26/2024 6:37:11 PM,Red,2,SHADY GROVE,,-8571080.92906006,4712410.947737741
505,7/26/2024 6:37:12 PM,Silver,1,LARGO TOWN CENTER,,-8615305.37976496,4715062.992163981
322,7/26/2024 6:37:18 PM,Yellow,1,MT VERNON SQ,,-8576835.92409509,4703212.382891761
15,7/26/2024 6:37:17 PM,Red,2,SHADY GROVE,,-8571037.848417124,4712265.548321781
505,7/26/2024 6:37:18 PM,Silver,1,LARGO TOWN CENTER,,-8615099.995304445,4715021.908743952
322,7/26/2024 6:37:23 PM,Yellow,1,MT VERNON SQ,,-8576835.92409509,4703212.382891761
15,7/26/2024 6:37:22 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  motion;,-8570999.443192799,4712098.112598436
505,7/26/2024 6:37:24 PM,Silver,1,LARGO TOWN CENTER,,-8615099.995304445,4715021.908743952
322,7/26/2024 6:37:29 PM,Yellow,1,MT VERNON SQ,,-8576835.92409509,4703212.382891761
15,7/26/2024 6:37:28 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  motion;,-8570999.443192799,4712098.112598436
505,7/26/2024 6:37:27 PM,Silver,1,LARGO TOWN CENTER,,-8615099.995304445,4715021.908743952
322,7/26/2024 6:37:32 PM,Yellow,1,MT VERNON SQ,,-8576835.92409509,4703212.382891761
15,7/26/2024 6:37:34 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  motion;,-8570999.443192799,4712098.112598436
505,7/26/2024 6:37:32 PM,Silver,1,LARGO TOWN CENTER,,-8614873.237501698,4714974.383880241
322,7/26/2024 6:37:38 PM,Yellow,1,MT VERNON SQ,,-8576360.701188892,4703250.844888001
15,7/26/2024 6:37:37 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  motion;,-8570999.443192799,4712098.112598436
505,7/26/2024 6:37:38 PM,Silver,1,LARGO TOWN CENTER,,-8614701.805485876,4714932.441941479
322,7/26/2024 6:37:43 PM,Yellow,1,MT VERNON SQ,,-8576360.701188892,4703250.844888001
15,7/26/2024 6:37:43 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  motion;,-8570999.443192799,4712098.112598436
505,7/26/2024 6:37:44 PM,Silver,1,LARGO TOWN CENTER,,-8614635.459069364,4714922.564854846
322,7/26/2024 6:37:49 PM,Yellow,1,MT VERNON SQ,,-8576360.701188892,4703250.844888001
15,7/26/2024 6:37:48 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  motion;,-8570999.443192799,4712098.112598436
505,7/26/2024 6:37:49 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  motion;,-8614479.16650429,4714907.677669973
322,7/26/2024 6:37:55 PM,Yellow,1,MT VERNON SQ,,-8576141.735750504,4703505.641416505
15,7/26/2024 6:37:54 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2; ,-8570999.443192799,4712098.112598436
505,7/26/2024 6:37:55 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  motion;,-8614479.16650429,4714907.677669973
322,7/26/2024 6:37:58 PM,Yellow,1,MT VERNON SQ,,-8576141.735750504,4703505.641416505
15,7/26/2024 6:38:00 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  Doors open left,-8570999.443192799,4712098.112598436
505,7/26/2024 6:37:58 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  motion;,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:03 PM,Yellow,1,MT VERNON SQ,,-8576141.735750504,4703505.641416505
15,7/26/2024 6:38:05 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  Doors open left,-8570999.443192799,4712098.112598436
505,7/26/2024 6:38:04 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  motion;,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:09 PM,Yellow,1,MT VERNON SQ,,-8575991.00915997,4703732.704536394
15,7/26/2024 6:38:08 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  Doors open left,-8570999.443192799,4712098.112598436
505,7/26/2024 6:38:09 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  motion;,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:14 PM,Yellow,1,MT VERNON SQ,,-8575991.00915997,4703732.704536394
15,7/26/2024 6:38:14 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2; ,-8570999.443192799,4712098.112598436
505,7/26/2024 6:38:15 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  Doors open left,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:20 PM,Yellow,1,MT VERNON SQ,,-8575702.357720343,4704167.112728362
15,7/26/2024 6:38:19 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2;  motion;,-8570999.443192799,4712098.112598436
505,7/26/2024 6:38:20 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  Doors open left,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:26 PM,Yellow,1,MT VERNON SQ,,-8575702.357720343,4704167.112728362
15,7/26/2024 6:38:25 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2; ,-8570968.49637436,4711903.346826291
505,7/26/2024 6:38:26 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  Doors open left,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:29 PM,Yellow,1,MT VERNON SQ,,-8575702.357720343,4704167.112728362
15,7/26/2024 6:38:31 PM,Red,2,SHADY GROVE,Brookland-CUA- Track 2; ,-8570947.456990598,4711750.227204834
505,7/26/2024 6:38:29 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  Doors open left,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:35 PM,Yellow,1,MT VERNON SQ,,-8575702.357720343,4704167.112728362
15,7/26/2024 6:38:37 PM,Red,2,SHADY GROVE,,-8570947.456990598,4711750.227204834
505,7/26/2024 6:38:35 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1;  Doors open left,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:40 PM,Yellow,1,MT VERNON SQ,,-8575525.693688454,4704300.241536985
15,7/26/2024 6:38:39 PM,Red,2,SHADY GROVE,,-8570932.651498321,4711591.672124631
505,7/26/2024 6:38:41 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1; ,-8614479.16650429,4714907.677669973
322,7/26/2024 6:38:46 PM,Yellow,1,MT VERNON SQ,,-8575525.693688454,4704300.241536985
15,7/26/2024 6:38:45 PM,Red,2,SHADY GROVE,,-8570932.651498321,4711591.672124631
505,7/26/2024 6:38:46 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1; ,-8614310.517475737,4714891.788487146
322,7/26/2024 6:38:52 PM,Yellow,1,MT VERNON SQ,,-8575217.672657428,4704337.563674979
15,7/26/2024 6:38:51 PM,Red,2,SHADY GROVE,,-8570920.072395863,4711428.254227686
505,7/26/2024 6:38:52 PM,Silver,1,LARGO TOWN CENTER,Herndon- Track 1; ,-8614310.517475737,4714891.788487146
15,7/26/2024 6:38:57 PM,Red,2,SHADY GROVE,,-8570912.168712018,4711233.930590674
363,7/26/2024 6:38:55 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:38:54 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:00 PM,Red,2,SHADY GROVE,,-8570912.168712018,4711233.930590674
363,7/26/2024 6:39:01 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:00 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:05 PM,Red,2,SHADY GROVE,,-8570947.123032127,4711008.416806625
363,7/26/2024 6:39:06 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:06 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:11 PM,Red,2,SHADY GROVE,,0,0
363,7/26/2024 6:39:12 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:11 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:17 PM,Red,2,SHADY GROVE,,-8571022.931605358,4710767.883831325
363,7/26/2024 6:39:18 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:17 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:22 PM,Red,2,SHADY GROVE,,-8571060.446273753,4710651.268170114
363,7/26/2024 6:39:20 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:23 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:28 PM,Red,2,SHADY GROVE,,-8571099.630734514,4710529.5028173
363,7/26/2024 6:39:26 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:26 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:31 PM,Red,2,SHADY GROVE,,-8571099.630734514,4710529.5028173
363,7/26/2024 6:39:32 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:31 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:37 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  motion;,-8571156.6263138,4710352.080005761
363,7/26/2024 6:39:38 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:37 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:42 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  motion;,-8571156.6263138,4710352.080005761
363,7/26/2024 6:39:43 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:43 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:48 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  motion;,-8571156.6263138,4710352.080005761
363,7/26/2024 6:39:49 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:48 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:54 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  motion;,-8571156.6263138,4710352.080005761
363,7/26/2024 6:39:51 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:54 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:39:56 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  motion;,-8571156.6263138,4710352.080005761
363,7/26/2024 6:39:57 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:39:57 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:02 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  motion;,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:03 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:03 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:08 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:09 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:08 PM,Yellow,2,HUNTINGTON,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:14 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:15 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:14 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:19 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:17 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:20 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:25 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:23 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:23 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:28 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:29 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:28 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:33 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:34 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:34 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:39 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:40 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:39 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:45 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:45 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:45 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:50 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:48 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:51 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:56 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:40:54 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:53 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:40:59 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:00 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:40:59 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:41:04 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:05 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:05 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:41:10 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:11 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:10 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
15,7/26/2024 6:41:16 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:17 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:16 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:41:19 PM,Blue,1,LARGO TOWN CENTER,,-8576763.566426074,4698344.755078558
15,7/26/2024 6:41:19 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:19 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:19 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:41:24 PM,Blue,1,LARGO TOWN CENTER,,-8576763.566426074,4698344.755078558
15,7/26/2024 6:41:24 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:22 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:25 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:41:30 PM,Blue,1,LARGO TOWN CENTER,,-8576826.1279799,4698583.422070686
15,7/26/2024 6:41:30 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:28 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:27 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:41:35 PM,Blue,1,LARGO TOWN CENTER,,-8576826.1279799,4698583.422070686
15,7/26/2024 6:41:35 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:34 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:33 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:41:38 PM,Blue,1,LARGO TOWN CENTER,,-8576915.406211518,4698756.209034939
15,7/26/2024 6:41:38 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:39 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:39 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:41:44 PM,Blue,1,LARGO TOWN CENTER,,-8576955.369908713,4698828.383119146
15,7/26/2024 6:41:44 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:45 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:44 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:41:50 PM,Blue,1,LARGO TOWN CENTER,,-8576955.369908713,4698828.383119146
15,7/26/2024 6:41:49 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:50 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:50 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:41:55 PM,Blue,1,LARGO TOWN CENTER,,-8577112.886988183,4699268.584662282
15,7/26/2024 6:41:55 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:41:56 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:41:55 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:42:00 PM,Blue,1,LARGO TOWN CENTER,,-8577112.886988183,4699268.584662282
15,7/26/2024 6:42:00 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:42:01 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:42:01 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:42:06 PM,Blue,1,LARGO TOWN CENTER,,-8577112.886988183,4699268.584662282
15,7/26/2024 6:42:06 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:42:07 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:42:06 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:42:12 PM,Blue,1,LARGO TOWN CENTER,,-8577110.437959388,4699689.223615417
15,7/26/2024 6:42:12 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:42:10 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:42:12 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:42:17 PM,Blue,1,LARGO TOWN CENTER,,-8577110.437959388,4699689.223615417
15,7/26/2024 6:42:17 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:42:15 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:42:15 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:42:20 PM,Blue,1,LARGO TOWN CENTER,,-8577110.437959388,4699689.223615417
15,7/26/2024 6:42:20 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:42:21 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:42:21 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
29,7/26/2024 6:42:26 PM,Blue,1,LARGO TOWN CENTER,,-8576867.538830476,4699876.894517682
15,7/26/2024 6:42:26 PM,Red,2,SHADY GROVE,Rhode Island Avenue- Track 2;  Doors open left,-8571156.6263138,4710352.080005761
363,7/26/2024 6:42:27 PM,Silver,2,ASHBURN,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
75,7/26/2024 6:42:26 PM,Yellow,1,MT VERNON SQ,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
