ITT,TRACKLINE,TRIP_DIRECTION,DESCRIPTION,x,y
323,Green,1,Navy Yard-Ballpark- Track 1;  motion;,-8572255.127048947,4703999.953461074
91,Silver,2,Wiehle-Reston- Track 2; ,-8609481.366645636,4714209.006572905
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
23,Yellow,2,King Street-Old Town- Track 2; ,-8578393.39509078,4694013.850562149
24,Blue,1,Arlington Cemetery- Track 1; ,-8578691.842645597,4705297.54761363
25,Yellow,1,Mt Vernon Sq- Track 1; ,-8574033.789872844,4708298.779621934
207,Blue,1,Eastern Market- Track 1; ,-8571167.312984915,4705153.251073258
341,Blue,2,McPherson Square- Track 2; ,-8575505.54486062,4707552.214858087
114,Green,2,Hyattsville Crossing- Track 2;  motion;,-8566750.044270748,4716703.888332784
35,Yellow,1,L Enfant Plaza Upper- Track 1; ,-8574037.57473553,4705428.689061726
34,Red,1,Van Ness-UDC- Track 1; ,-8578615.254835932,4713537.291342197
31,Red,2,New York Avenue- Track 2; ,-8572036.940846993,4708074.33236671
43,Orange,1,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
222,Red,1,Dupont Circle- Track 1;  motion;,-8576456.435950976,4708774.011915051
29,Blue,1,Addison Road-Seat Pleasant- Track 1; ,-8559548.67509184,4705453.859260655
44,Red,1,Medical Center- Track 1; ,-8582379.078139143,4721417.1790115135
505,Silver,2,Federal Triangle- Track 2; ,-8574725.19523016,4706475.450132664
503,Silver,1,East Falls Church- Track 1;  motion;,-8589074.945510358,4705351.748726643
51,Orange,2,Metro Center Lower- Track 2;  motion;,-8574717.848143768,4707118.949227115
47,Silver,1,Court House- Track 1;  Doors operating manually; Doors open left,-8581298.054564048,4705942.688330232
56,Red,1,North Bethesda- Track 1;  motion;,-8584196.591465322,4728623.887858121
48,Red,2,Takoma- Track 1;  Doors open right,-8573611.22108579,4718240.661816606
241,Silver,1,Downtown Largo- Track 1;  Doors open left,-8554302.187490752,4707423.90680082
62,Yellow,1,Braddock Road- Track 1;  Doors open left,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
271,Silver,2,Potomac Avenue- Track 2;  motion;,-8569995.675344316,4704686.053242026
36,Orange,1,Deanwood- Track 1;  motion;,-8564378.493838888,4708529.240187117
68,Green,2,Navy Yard-Ballpark- Track 2;  motion;,-8572255.015729457,4703985.5112582175
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
72,Green,2,Georgia Avenue- Track 2;  motion;,-8574227.374467332,4712707.191182345
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
136,Green,2,Mt Vernon Sq- Track 2;  Doors operating manually;,-8574048.150087155,4708298.779621934
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
273,Blue,2,Downtown Largo- Track 2; ,-8554406.159895154,4707346.665273699
14,Blue,1,Van Dorn St- Track 1;  motion;,-8585989.72582302,4692954.659079375
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
100,Red,2,Van Ness-UDC- Track 2; ,-8578662.342980536,4713676.268194417
160,Silver,1,Tysons- Track 1;  motion;,-8596266.963852039,4710308.583273613
103,Yellow,2,Ronald Reagan Washington National Airport- Track 2; ,-8576450.424698474,4700503.1086291075
16,Silver,2,Morgan Blvd- Track 2; ,-8556877.675229747,4706506.487050614
332,Blue,2,Crystal City- Track 2; ,-8576968.171650153,4701369.094358504
2,Orange,1,Federal Center SW- Track 1; ,-8573091.693022259,4705215.745953633
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2; ,-8561825.269998053,4723116.551790723
322,Yellow,1,Pentagon City- Track 1;  motion;,-8578223.410228338,4701901.902358281
4,Red,1,Takoma- Track 2; ,-8573625.803939085,4718234.218135905
12,Orange,1,McPherson Square- Track 1; ,-8575322.646937247,4707546.636213195
203,Blue,1,Federal Triangle- Track 1; ,-8574739.666763961,4706475.450132664
15,Red,1,Judiciary Square- Track 1;  motion;,-8573473.184917208,4706814.572936384
323,Green,1,Navy Yard-Ballpark- Track 1;  motion;,-8572255.127048947,4703999.953461074
91,Silver,2,Wiehle-Reston- Track 2;  Doors open left,-8609481.366645636,4714209.006572905
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
23,Yellow,2,King Street-Old Town- Track 2;  motion;,-8578393.39509078,4694013.850562149
24,Blue,1,Arlington Cemetery- Track 1; ,-8578793.25470171,4705501.339578395
25,Yellow,1,Mt Vernon Sq- Track 1; ,-8574033.789872844,4708298.779621934
207,Blue,1,Eastern Market- Track 1; ,-8571052.98786787,4705093.473721285
341,Blue,2,McPherson Square- Track 2; ,-8575746.217599716,4707552.214858087
11,Red,2,Metro Center Upper- Track 2; ,-8574727.310300486,4707120.236552226
114,Green,2,Hyattsville Crossing- Track 2; ,-8566750.044270748,4716703.888332784
18,Orange,2,Capitol South- Track 2; ,-8572181.990143495,4705229.903886119
34,Red,1,Van Ness-UDC- Track 1; ,-8578504.491942592,4713292.261610877
43,Orange,1,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
222,Red,1,Dupont Circle- Track 1; ,-8576456.435950976,4708774.011915051
44,Red,1,Medical Center- Track 1; ,-8582379.078139143,4721417.1790115135
505,Silver,2,Federal Triangle- Track 2; ,-8574725.19523016,4706475.450132664
503,Silver,1,East Falls Church- Track 1;  motion;,-8589074.945510358,4705351.748726643
51,Orange,2,Metro Center Lower- Track 2;  Doors open left,-8574717.848143768,4707118.949227115
47,Silver,1,Court House- Track 1;  Doors operating manually;,-8581298.054564048,4705942.688330232
56,Red,1,North Bethesda- Track 1;  motion;,-8584196.591465322,4728623.887858121
48,Red,2,Takoma- Track 1;  Doors open right,-8573611.22108579,4718240.661816606
241,Silver,1,Downtown Largo- Track 1;  Doors open left,-8554302.187490752,4707423.90680082
62,Yellow,1,Braddock Road- Track 1; ,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
271,Silver,2,Potomac Avenue- Track 2;  motion;,-8569995.675344316,4704686.053242026
36,Orange,1,Deanwood- Track 1; ,-8564378.493838888,4708529.240187117
297,Silver,1,L Enfant Plaza Lower- Track 1;  motion;,-8574059.615994705,4705181.852801466
68,Green,2,Navy Yard-Ballpark- Track 2;  motion;,-8572255.015729457,4703985.5112582175
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
72,Green,2,Georgia Avenue- Track 2;  motion;,-8574227.374467332,4712707.191182345
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
136,Green,2,Mt Vernon Sq- Track 2; ,-8574048.150087155,4708116.532077475
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
273,Blue,2,Downtown Largo- Track 2; ,-8554527.498140117,4707228.08636866
14,Blue,1,Van Dorn St- Track 1;  motion;,-8585989.72582302,4692954.659079375
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
100,Red,2,Van Ness-UDC- Track 2; ,-8578720.006476767,4713794.63618023
160,Silver,1,Tysons- Track 1;  motion;,-8596266.963852039,4710308.583273613
16,Silver,2,Morgan Blvd- Track 2; ,-8557040.313005794,4706424.961708368
508,Red,2,Brookland-CUA- Track 2; ,-8570999.443192799,4712098.112598436
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2; ,-8561982.898397017,4722890.200602543
322,Yellow,1,Pentagon City- Track 1;  motion;,-8578223.410228338,4701901.902358281
4,Red,1,Takoma- Track 2;  motion;,-8573625.803939085,4718234.218135905
12,Orange,1,McPherson Square- Track 1; ,-8575154.220547676,4707546.636213195
203,Blue,1,Federal Triangle- Track 1;  Doors open left,-8574739.666763961,4706475.450132664
13,Red,1,Fort Totten Upper- Track 1;  motion;,-8571834.116734767,4714772.40569312
15,Red,1,Judiciary Square- Track 1;  Doors open right,-8573473.184917208,4706814.572936384
323,Green,1,Navy Yard-Ballpark- Track 1;  Doors open left,-8572255.127048947,4703999.953461074
91,Silver,2,Wiehle-Reston- Track 2;  Doors operating manually; Doors open left,-8609481.366645636,4714209.006572905
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
23,Yellow,2,King Street-Old Town- Track 2; ,-8578393.39509078,4694013.850562149
25,Yellow,1,Mt Vernon Sq- Track 1; ,-8574042.806751596,4708528.095739359
207,Blue,1,Eastern Market- Track 1; ,-8571052.98786787,4705093.473721285
11,Red,2,Metro Center Upper- Track 2;  motion;,-8574727.310300486,4707120.236552226
114,Green,2,Hyattsville Crossing- Track 2;  Doors open right,-8566750.044270748,4716703.888332784
18,Orange,2,Capitol South- Track 2; ,-8572181.990143495,4705229.903886119
43,Orange,1,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
222,Red,1,Dupont Circle- Track 1; ,-8576456.435950976,4708774.011915051
44,Red,1,Medical Center- Track 1;  Doors open left,-8582379.078139143,4721417.1790115135
505,Silver,2,Federal Triangle- Track 2;  motion;,-8574725.19523016,4706475.450132664
503,Silver,1,East Falls Church- Track 1;  motion;,-8589074.945510358,4705351.748726643
51,Orange,2,Metro Center Lower- Track 2;  Doors open left,-8574717.848143768,4707118.949227115
47,Silver,1,Court House- Track 1; ,-8581298.054564048,4705942.688330232
56,Red,1,North Bethesda- Track 1;  motion;,-8584196.591465322,4728623.887858121
48,Red,2,Takoma- Track 1;  Doors open right,-8573611.22108579,4718240.661816606
241,Silver,1,Downtown Largo- Track 1; ,-8554302.187490752,4707423.90680082
62,Yellow,1,Braddock Road- Track 1; ,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
271,Silver,2,Potomac Avenue- Track 2;  motion;,-8569995.675344316,4704686.053242026
36,Orange,1,Deanwood- Track 1;  Doors open left,-8564378.493838888,4708529.240187117
64,Red,1,Rockville- Track 1; ,-8587880.821332617,4733744.562623383
297,Silver,1,L Enfant Plaza Lower- Track 1;  motion;,-8574059.615994705,4705181.852801466
68,Green,2,Navy Yard-Ballpark- Track 2;  Doors open left,-8572255.015729457,4703985.5112582175
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
72,Green,2,Georgia Avenue- Track 2; ,-8574227.374467332,4712707.191182345
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
136,Green,2,Mt Vernon Sq- Track 2; ,-8574048.150087155,4708051.158362841
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
14,Blue,1,Van Dorn St- Track 1;  Doors open left,-8585989.72582302,4692954.659079375
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
160,Silver,1,Tysons- Track 1;  motion;,-8596266.963852039,4710308.583273613
116,Orange,2,Ballston-MU- Track 2;  motion;,-8584204.829107642,4704823.04995147
16,Silver,2,Morgan Blvd- Track 2; ,-8557187.811331095,4706350.874333234
508,Red,2,Brookland-CUA- Track 2;  motion;,-8570999.443192799,4712098.112598436
511,Green,1,Congress Heights- Track 1;  motion;,-8570308.260474464,4699597.604882489
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
322,Yellow,1,Pentagon City- Track 1; ,-8578223.410228338,4701901.902358281
4,Red,1,Takoma- Track 2;  motion;,-8573625.803939085,4718234.218135905
203,Blue,1,Federal Triangle- Track 1; ,-8574740.000722434,4706303.676094157
13,Red,1,Fort Totten Upper- Track 1;  motion;,-8571834.116734767,4714772.40569312
15,Red,1,Judiciary Square- Track 1;  Doors open right,-8573473.184917208,4706814.572936384
323,Green,1,Navy Yard-Ballpark- Track 1;  Doors operating manually; Doors open left,-8572255.127048947,4703999.953461074
91,Silver,2,Wiehle-Reston- Track 2;  Doors operating manually;,-8609481.366645636,4714209.006572905
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
23,Yellow,2,King Street-Old Town- Track 2;  Doors open left,-8578393.39509078,4694013.850562149
25,Yellow,1,Mt Vernon Sq- Track 1; ,-8574041.025639743,4708636.961909735
207,Blue,1,Eastern Market- Track 1; ,-8571052.98786787,4705093.473721285
341,Blue,2,Farragut West- Track 2;  motion;,-8576105.445596505,4707552.214858087
11,Red,2,Metro Center Upper- Track 2;  Doors operating manually; Doors open right,-8574727.310300486,4707120.236552226
114,Green,2,Hyattsville Crossing- Track 2;  Doors operating manually; Doors open right,-8566750.044270748,4716703.888332784
18,Orange,2,Capitol South- Track 2;  motion;,-8572181.990143495,4705229.903886119
39,Red,1,Friendship Heights- Track 1; ,-8581072.855234174,4715852.627785928
43,Orange,1,Clarendon- Track 1;  Doors open right,-8582223.898768974,4705458.578679896
222,Red,1,Dupont Circle- Track 1;  Doors open right,-8576456.435950976,4708774.011915051
44,Red,1,Medical Center- Track 1;  Doors operating manually;,-8582379.078139143,4721417.1790115135
505,Silver,2,Federal Triangle- Track 2;  Doors open left,-8574725.19523016,4706475.450132664
503,Silver,1,East Falls Church- Track 1; ,-8589074.945510358,4705351.748726643
51,Orange,2,Metro Center Lower- Track 2; ,-8574717.848143768,4707118.949227115
47,Silver,1,Court House- Track 1; ,-8580913.445723359,4706119.748079086
56,Red,1,North Bethesda- Track 1;  Doors open left,-8584196.591465322,4728623.887858121
48,Red,2,Takoma- Track 1;  Doors open right,-8573611.22108579,4718240.661816606
241,Silver,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
62,Yellow,1,Braddock Road- Track 1; ,-8577371.59348479,4695441.89802141
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
271,Silver,2,Potomac Avenue- Track 2;  Doors open left,-8569995.675344316,4704686.053242026
36,Orange,1,Deanwood- Track 1;  Doors operating manually;,-8564378.493838888,4708529.240187117
64,Red,1,Rockville- Track 1;  motion;,-8587880.821332617,4733744.562623383
297,Silver,1,L Enfant Plaza Lower- Track 1;  motion;,-8574059.615994705,4705181.852801466
68,Green,2,Navy Yard-Ballpark- Track 2;  Doors operating manually; Doors open left,-8572255.015729457,4703985.5112582175
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
72,Green,2,Georgia Avenue- Track 2;  Doors open left,-8574227.374467332,4712707.191182345
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
14,Blue,1,Van Dorn St- Track 1;  Doors open left,-8585989.72582302,4692954.659079375
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
160,Silver,1,Tysons- Track 1;  Doors open left,-8596266.963852039,4710308.583273613
116,Orange,2,Ballston-MU- Track 2;  motion;,-8584204.829107642,4704823.04995147
255,Blue,2,Smithsonian- Track 2;  motion;,-8574783.304004354,4705706.422777022
508,Red,2,Brookland-CUA- Track 2; ,-8570999.443192799,4712098.112598436
511,Green,1,Congress Heights- Track 1;  motion;,-8570308.260474464,4699597.604882489
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
322,Yellow,1,Pentagon City- Track 1;  Doors open right,-8578223.410228338,4701901.902358281
4,Red,1,Takoma- Track 2;  Doors open right,-8573625.803939085,4718234.218135905
203,Blue,1,Federal Triangle- Track 1;  Doors open right,-8574739.666763961,4706475.450132664
13,Red,1,Fort Totten Upper- Track 1;  motion;,-8571834.116734767,4714772.40569312
15,Red,1,Judiciary Square- Track 1; ,-8573318.005547041,4706676.548159936
323,Green,1,Navy Yard-Ballpark- Track 1;  Doors operating manually;,-8572255.127048947,4703999.953461074
91,Silver,2,Wiehle-Reston- Track 2; ,0,0
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
23,Yellow,2,King Street-Old Town- Track 2;  Doors operating manually; Doors open left,-8578393.39509078,4694013.850562149
207,Blue,1,Eastern Market- Track 1; ,-8571052.98786787,4705093.473721285
341,Blue,2,Farragut West- Track 2;  motion;,-8576105.445596505,4707552.214858087
11,Red,2,Metro Center Upper- Track 2;  Doors operating manually; Doors open right,-8574727.310300486,4707120.236552226
257,Green,1,Georgia Avenue- Track 1;  motion;,-8574214.906684363,4712699.89232691
114,Green,2,Hyattsville Crossing- Track 2;  Doors operating manually;,-8566750.044270748,4716703.888332784
18,Orange,2,Capitol South- Track 2; ,-8572181.990143495,4705229.903886119
35,Yellow,1,Archives-Navy Memorial-Penn Quarter- Track 1;  motion;,-8574032.454038953,4706388.490056558
39,Red,1,Friendship Heights- Track 1;  motion;,-8581072.855234174,4715852.627785928
43,Orange,1,Clarendon- Track 1;  Doors open right,-8582223.898768974,4705458.578679896
45,Green,2,Branch Avenue- Track 2;  motion;,-8561788.757205073,4696875.004257201
222,Red,1,Dupont Circle- Track 1; ,-8576456.435950976,4708774.011915051
30,Orange,2,Deanwood- Track 2;  motion;,-8564387.844676115,4708538.681886041
44,Red,1,Medical Center- Track 1; ,-8582368.280148534,4721289.411677546
505,Silver,2,Federal Triangle- Track 2;  Doors open left,-8574725.19523016,4706475.450132664
503,Silver,1,East Falls Church- Track 1;  Doors open left,-8589074.945510358,4705351.748726643
51,Orange,2,Metro Center Lower- Track 2; ,-8574717.848143768,4707254.262292564
56,Red,1,North Bethesda- Track 1;  Doors open left,-8584196.591465322,4728623.887858121
48,Red,2,Takoma- Track 1; ,-8573611.22108579,4718240.661816606
